               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 106,            0.035611,            0.051733,           0.0040965,             0.84244,             0.69253,             0.75963,             0.39221,            0.044327,            0.072859,            0.011226,            0.006535,            0.006535,            0.006535
                 107,             0.03504,            0.054461,            0.003451,             0.84319,             0.70373,             0.76475,             0.38132,            0.043923,            0.072837,            0.011078,            0.006502,            0.006502,            0.006502
                 108,            0.034083,            0.054186,           0.0034933,             0.76909,             0.74858,             0.75749,             0.37684,            0.044634,            0.072551,            0.011376,            0.006469,            0.006469,            0.006469
                 109,             0.03495,            0.050263,           0.0041077,             0.82515,             0.71762,             0.75514,             0.38915,            0.043703,            0.074519,            0.011117,            0.006436,            0.006436,            0.006436
                 110,            0.034122,            0.049665,           0.0030361,              0.8315,             0.72755,             0.76839,             0.39794,            0.043676,            0.072342,            0.010747,            0.006403,            0.006403,            0.006403
                 111,            0.031921,            0.053177,           0.0035301,             0.82734,              0.7436,             0.77194,             0.39138,            0.043728,            0.072808,            0.010462,             0.00637,             0.00637,             0.00637
                 112,            0.033899,            0.047378,           0.0029987,             0.81979,             0.76499,             0.77538,             0.40219,            0.043663,            0.075019,            0.010042,            0.006337,            0.006337,            0.006337
                 113,            0.032203,            0.054365,            0.003086,             0.83147,             0.76519,             0.76785,             0.39915,            0.042971,            0.075327,           0.0099134,            0.006304,            0.006304,            0.006304
                 114,            0.033447,            0.051384,           0.0046578,             0.77445,             0.75321,             0.74294,              0.3805,            0.044154,            0.078619,            0.010876,            0.006271,            0.006271,            0.006271
                 115,            0.033277,            0.052443,           0.0034692,             0.81587,             0.72515,             0.75265,             0.38411,            0.044687,            0.077789,             0.01138,            0.006238,            0.006238,            0.006238
                 116,            0.033008,            0.055129,           0.0037314,             0.80363,             0.75408,              0.7601,             0.38777,            0.044329,            0.077269,            0.011011,            0.006205,            0.006205,            0.006205
                 117,            0.032836,            0.047416,           0.0035365,             0.80528,             0.70094,             0.73689,             0.38188,            0.044197,            0.077282,            0.010908,            0.006172,            0.006172,            0.006172
                 118,            0.032699,            0.056399,           0.0028999,             0.82178,             0.73261,             0.74402,             0.38419,             0.04472,            0.077183,            0.010535,            0.006139,            0.006139,            0.006139
                 119,            0.031371,            0.046963,           0.0023673,             0.83427,             0.72467,             0.74315,             0.39863,             0.04393,            0.077903,            0.010264,            0.006106,            0.006106,            0.006106
                 120,            0.034494,            0.049389,           0.0026957,             0.80018,             0.71595,               0.752,             0.38357,            0.044987,            0.077723,             0.01034,            0.006073,            0.006073,            0.006073
                 121,            0.033419,               0.056,           0.0037166,               0.803,             0.70661,             0.74846,             0.37782,             0.04516,            0.077455,            0.010639,             0.00604,             0.00604,             0.00604
                 122,            0.033355,            0.050707,           0.0031184,             0.77187,             0.72119,             0.72357,             0.38499,            0.044229,            0.074667,            0.010411,            0.006007,            0.006007,            0.006007
                 123,            0.033112,            0.048869,           0.0037002,             0.75508,             0.73074,             0.71212,             0.37104,            0.044209,            0.074525,            0.010659,            0.005974,            0.005974,            0.005974
                 124,            0.031407,            0.050652,           0.0029893,             0.81898,             0.69165,             0.73778,             0.37211,            0.044274,            0.075384,            0.010629,            0.005941,            0.005941,            0.005941
                 125,             0.03148,             0.04685,           0.0038772,              0.8121,              0.7079,             0.74701,             0.36974,            0.044671,            0.075827,            0.010448,            0.005908,            0.005908,            0.005908
                 126,            0.033679,            0.049787,           0.0035609,             0.81792,             0.69776,             0.73956,             0.37522,            0.044296,            0.076491,            0.010151,            0.005875,            0.005875,            0.005875
                 127,            0.032504,            0.051037,           0.0031308,             0.84559,             0.71737,             0.77254,             0.39057,            0.044486,            0.075902,           0.0099778,            0.005842,            0.005842,            0.005842
                 128,            0.032976,            0.049782,           0.0024151,             0.85839,             0.70313,             0.76958,             0.39345,            0.044137,            0.074387,             0.01005,            0.005809,            0.005809,            0.005809
                 129,            0.031583,            0.052007,           0.0031316,             0.81888,             0.70977,             0.76865,             0.39221,            0.044553,            0.074713,            0.010168,            0.005776,            0.005776,            0.005776
                 130,            0.032009,            0.049847,           0.0029295,             0.75537,             0.74641,             0.75957,             0.38266,            0.044436,            0.076236,            0.011019,            0.005743,            0.005743,            0.005743
                 131,            0.030176,            0.050577,           0.0036843,             0.78946,             0.73593,             0.77566,             0.36708,            0.043954,            0.077442,            0.010968,             0.00571,             0.00571,             0.00571
                 132,            0.032143,             0.05309,           0.0034139,             0.80507,             0.74092,              0.7787,             0.39588,            0.043484,            0.078373,           0.0098317,            0.005677,            0.005677,            0.005677
                 133,            0.031823,             0.05221,           0.0018402,              0.8467,             0.72816,             0.78344,             0.39773,            0.043798,            0.078617,            0.009507,            0.005644,            0.005644,            0.005644
                 134,            0.033396,            0.052747,           0.0030187,             0.81628,             0.72612,             0.73722,             0.38451,            0.044628,            0.078638,           0.0095217,            0.005611,            0.005611,            0.005611
                 135,            0.032808,            0.053265,           0.0026845,             0.85051,             0.70689,              0.7704,             0.39222,            0.044434,            0.079905,           0.0095964,            0.005578,            0.005578,            0.005578
                 136,            0.035081,            0.050031,           0.0037416,             0.78423,             0.71162,             0.73417,             0.37692,            0.044867,            0.079007,           0.0099091,            0.005545,            0.005545,            0.005545
                 137,            0.032471,            0.052277,           0.0032726,             0.79384,             0.71266,             0.73238,             0.37602,            0.044598,            0.078781,            0.010149,            0.005512,            0.005512,            0.005512
                 138,            0.032304,            0.049888,           0.0027867,             0.79895,             0.71947,             0.73998,             0.37745,            0.044355,            0.078651,           0.0099679,            0.005479,            0.005479,            0.005479
                 139,            0.031167,            0.054379,           0.0031102,             0.85935,             0.71635,             0.75219,             0.37994,            0.044256,            0.078035,           0.0094216,            0.005446,            0.005446,            0.005446
                 140,             0.02954,            0.046224,           0.0022294,              0.8659,             0.68545,             0.73944,             0.37885,            0.044156,            0.077894,           0.0096051,            0.005413,            0.005413,            0.005413
                 141,            0.031684,            0.047247,           0.0026365,             0.85963,             0.71772,             0.76139,             0.36904,             0.04479,            0.078157,            0.010319,             0.00538,             0.00538,             0.00538
                 142,            0.029487,            0.041083,           0.0027003,             0.86455,             0.71883,             0.76409,             0.36472,            0.045408,            0.078806,            0.010288,            0.005347,            0.005347,            0.005347
                 143,            0.031866,            0.048718,           0.0034925,             0.84517,             0.70025,             0.74312,             0.36498,            0.044715,            0.079848,            0.010349,            0.005314,            0.005314,            0.005314
                 144,            0.034465,            0.055803,           0.0027414,             0.85546,             0.70835,             0.74573,             0.37854,            0.044159,            0.080935,            0.010043,            0.005281,            0.005281,            0.005281
                 145,            0.030092,            0.044226,           0.0029209,             0.80139,              0.7322,             0.74813,             0.37684,            0.044465,            0.080803,            0.010154,            0.005248,            0.005248,            0.005248
                 146,            0.030141,            0.049765,           0.0021017,             0.79274,              0.7321,             0.74823,             0.38037,            0.045191,            0.080392,            0.010218,            0.005215,            0.005215,            0.005215
                 147,            0.031208,            0.051118,           0.0026214,             0.79387,             0.73768,             0.75517,             0.37396,            0.044818,              0.0799,            0.010309,            0.005182,            0.005182,            0.005182
                 148,            0.029284,            0.046807,           0.0034303,             0.83779,             0.71832,             0.76674,             0.39283,            0.043952,             0.07939,            0.010201,            0.005149,            0.005149,            0.005149
                 149,            0.030676,            0.049922,           0.0024535,             0.82474,             0.70942,             0.76243,             0.38583,            0.044207,            0.079302,            0.011025,            0.005116,            0.005116,            0.005116
                 150,            0.029978,            0.050882,           0.0028533,             0.76802,             0.74355,             0.74267,             0.36762,            0.044834,            0.079981,            0.011408,            0.005083,            0.005083,            0.005083
                 151,            0.031379,            0.054482,           0.0022422,             0.83132,             0.70933,             0.74349,             0.38257,            0.044138,            0.080198,            0.011321,             0.00505,             0.00505,             0.00505
                 152,            0.031866,            0.051097,           0.0032203,             0.83273,             0.69264,             0.74556,             0.38665,             0.04373,            0.080297,            0.011593,            0.005017,            0.005017,            0.005017
                 153,            0.028573,            0.043372,           0.0029857,             0.81426,             0.72534,             0.75212,             0.38951,            0.043829,            0.080468,            0.011475,            0.004984,            0.004984,            0.004984
                 154,            0.029884,            0.046032,           0.0042465,             0.84347,              0.7265,             0.75191,             0.37632,             0.04381,            0.080098,             0.01148,            0.004951,            0.004951,            0.004951
                 155,            0.029729,            0.047918,           0.0028828,             0.82526,             0.73478,              0.7547,             0.37381,            0.043806,            0.079508,            0.011252,            0.004918,            0.004918,            0.004918
                 156,            0.029713,            0.051846,           0.0025287,             0.83703,             0.72559,             0.76086,             0.38937,             0.04293,            0.081311,            0.010899,            0.004885,            0.004885,            0.004885
                 157,            0.030966,            0.050229,            0.002305,             0.81768,             0.71714,             0.75888,             0.38869,            0.043229,             0.08147,            0.011421,            0.004852,            0.004852,            0.004852
                 158,             0.02728,            0.046504,           0.0019989,             0.82323,               0.713,             0.75639,             0.38158,            0.043258,              0.0811,            0.011192,            0.004819,            0.004819,            0.004819
                 159,            0.031154,            0.048208,           0.0026957,             0.83779,             0.70536,             0.74665,             0.36781,            0.044299,            0.080883,            0.010556,            0.004786,            0.004786,            0.004786
                 160,            0.032415,            0.052885,           0.0026266,             0.85955,              0.7059,             0.76794,             0.37967,            0.043667,            0.081034,            0.010253,            0.004753,            0.004753,            0.004753
                 161,            0.028631,            0.050568,            0.002152,             0.84661,              0.6974,             0.75725,             0.38978,            0.043358,            0.082313,            0.010346,             0.00472,             0.00472,             0.00472
                 162,            0.029324,            0.048452,           0.0024938,              0.8531,             0.69805,             0.75621,             0.38926,            0.043787,            0.082639,            0.010629,            0.004687,            0.004687,            0.004687
                 163,            0.030806,            0.046925,             0.00381,             0.84549,             0.70759,             0.76837,             0.37996,            0.044842,            0.082348,            0.011219,            0.004654,            0.004654,            0.004654
                 164,            0.029302,            0.045695,           0.0017977,             0.84339,             0.70145,             0.76722,             0.38835,            0.043925,            0.082273,            0.011273,            0.004621,            0.004621,            0.004621
                 165,            0.029423,            0.043376,           0.0032951,             0.84424,             0.71613,             0.76411,             0.38988,            0.043558,            0.081681,            0.011339,            0.004588,            0.004588,            0.004588
                 166,            0.029736,            0.049596,           0.0032604,             0.84677,             0.71576,             0.77077,             0.39457,            0.042965,            0.082415,            0.011182,            0.004555,            0.004555,            0.004555
                 167,            0.030345,             0.04964,           0.0035204,             0.79102,             0.72599,             0.74456,             0.36939,            0.044027,            0.082107,            0.011249,            0.004522,            0.004522,            0.004522
                 168,            0.030283,            0.046808,           0.0023893,             0.79293,              0.7246,             0.73274,             0.37682,            0.043651,            0.080545,            0.010892,            0.004489,            0.004489,            0.004489
                 169,            0.030279,            0.048719,           0.0024084,             0.80421,             0.75094,             0.75616,             0.38869,            0.042829,            0.079294,             0.01077,            0.004456,            0.004456,            0.004456
                 170,            0.029397,            0.048345,           0.0026528,             0.80783,             0.75412,             0.75605,             0.38529,            0.043185,            0.080239,            0.010485,            0.004423,            0.004423,            0.004423
                 171,            0.027674,            0.042362,           0.0019714,             0.86307,             0.72167,              0.7615,             0.39099,            0.043351,            0.081212,            0.010352,             0.00439,             0.00439,             0.00439
                 172,            0.029209,            0.049485,           0.0023228,             0.81792,             0.73844,             0.74793,             0.37999,            0.043697,            0.082461,            0.010492,            0.004357,            0.004357,            0.004357
                 173,            0.027778,            0.051662,           0.0033204,             0.82379,             0.74707,             0.75783,             0.38699,            0.043632,            0.083136,            0.010374,            0.004324,            0.004324,            0.004324
                 174,            0.028371,            0.047987,           0.0023185,              0.8347,             0.74187,             0.75296,             0.38065,            0.043609,            0.082709,             0.01052,            0.004291,            0.004291,            0.004291
                 175,            0.028249,             0.04587,           0.0021165,             0.82833,             0.73986,             0.75389,             0.38013,            0.043865,            0.081615,            0.010534,            0.004258,            0.004258,            0.004258
                 176,            0.030178,            0.050836,            0.002017,             0.81779,             0.74404,             0.75691,             0.37343,            0.044148,            0.081437,            0.010636,            0.004225,            0.004225,            0.004225
                 177,            0.028437,            0.048323,           0.0026597,             0.82574,             0.72678,             0.75243,             0.36716,            0.043875,            0.081418,            0.010895,            0.004192,            0.004192,            0.004192
                 178,            0.028964,            0.046854,           0.0023065,             0.82275,             0.71383,             0.74667,             0.36354,            0.044462,            0.082142,            0.011706,            0.004159,            0.004159,            0.004159
                 179,            0.027874,            0.049666,           0.0030554,             0.83567,             0.70839,             0.74368,             0.35769,            0.044761,            0.082362,            0.011438,            0.004126,            0.004126,            0.004126
                 180,            0.029121,            0.048901,           0.0035302,             0.85863,             0.70084,             0.75315,             0.36431,            0.044447,            0.082432,            0.010802,            0.004093,            0.004093,            0.004093
                 181,            0.031166,            0.047748,           0.0023399,             0.86596,             0.70536,             0.75467,             0.37717,            0.044871,            0.082939,            0.010398,             0.00406,             0.00406,             0.00406
                 182,            0.028567,            0.045321,            0.001893,             0.86445,             0.70705,             0.75537,             0.38047,            0.044666,            0.084126,            0.010046,            0.004027,            0.004027,            0.004027
                 183,            0.028859,            0.049378,            0.002038,             0.85806,             0.70669,             0.75074,             0.38424,             0.04466,            0.083876,           0.0099027,            0.003994,            0.003994,            0.003994
                 184,            0.028529,             0.04706,           0.0018299,             0.83743,             0.72444,             0.75121,              0.3795,            0.044504,            0.083596,           0.0099229,            0.003961,            0.003961,            0.003961
                 185,            0.027485,            0.048864,           0.0027103,             0.80798,             0.74065,             0.75392,              0.3811,            0.043932,            0.082022,           0.0099268,            0.003928,            0.003928,            0.003928
                 186,            0.028962,            0.053598,            0.002489,              0.8196,             0.73576,              0.7653,             0.38331,            0.044258,              0.0826,            0.010248,            0.003895,            0.003895,            0.003895
                 187,            0.028682,            0.050394,           0.0023089,             0.82795,             0.72737,             0.75532,             0.37363,            0.045132,            0.083102,             0.01064,            0.003862,            0.003862,            0.003862
                 188,            0.030515,             0.04839,           0.0033402,             0.80287,             0.74098,             0.75716,             0.38444,            0.044613,            0.085283,            0.010465,            0.003829,            0.003829,            0.003829
                 189,            0.027794,            0.043459,           0.0025433,             0.82329,             0.73979,             0.75987,             0.38352,            0.044751,            0.086065,            0.010036,            0.003796,            0.003796,            0.003796
                 190,            0.028099,            0.049205,           0.0019158,             0.82182,             0.74408,             0.76159,             0.37843,            0.044863,            0.086576,            0.010063,            0.003763,            0.003763,            0.003763
                 191,            0.028612,            0.052781,           0.0018685,             0.82383,              0.7509,             0.76005,             0.37253,            0.044493,            0.086058,            0.010163,             0.00373,             0.00373,             0.00373
                 192,            0.026863,            0.045852,           0.0016501,             0.82066,             0.74405,              0.7503,             0.36754,            0.044272,            0.085798,            0.010368,            0.003697,            0.003697,            0.003697
                 193,            0.029024,            0.043896,           0.0022051,             0.81706,             0.74162,             0.75432,              0.3722,            0.044321,            0.086531,            0.010631,            0.003664,            0.003664,            0.003664
                 194,            0.025718,             0.04479,            0.002325,              0.8192,             0.75182,             0.76117,             0.37316,            0.044252,            0.086799,            0.010771,            0.003631,            0.003631,            0.003631
                 195,            0.028397,            0.044524,           0.0023709,             0.83081,             0.74524,             0.76167,             0.37175,            0.044551,            0.086445,            0.010611,            0.003598,            0.003598,            0.003598
                 196,            0.029038,             0.04588,           0.0019591,             0.83108,             0.73894,             0.75678,             0.36954,            0.045268,            0.086637,             0.01074,            0.003565,            0.003565,            0.003565
                 197,            0.028396,            0.047247,           0.0023113,              0.7904,             0.73907,             0.75492,             0.36895,            0.045227,            0.086418,            0.010777,            0.003532,            0.003532,            0.003532
                 198,            0.028967,            0.044328,            0.001998,             0.81385,             0.71867,             0.75373,             0.36981,            0.044896,            0.085482,            0.010718,            0.003499,            0.003499,            0.003499
                 199,            0.027437,            0.047963,           0.0020095,             0.81907,              0.7403,              0.7595,             0.37204,            0.044538,            0.084691,            0.010691,            0.003466,            0.003466,            0.003466
                 200,            0.028906,            0.046422,           0.0017642,             0.81002,             0.71981,             0.76824,              0.3745,            0.044325,            0.084284,            0.010764,            0.003433,            0.003433,            0.003433
                 201,            0.027479,            0.046463,            0.002231,             0.82771,             0.71318,             0.76268,             0.38166,            0.043932,            0.085113,            0.010838,              0.0034,              0.0034,              0.0034
                 202,            0.026508,             0.04317,            0.002143,              0.8353,             0.70805,              0.7588,             0.37922,            0.043717,            0.085124,            0.010959,            0.003367,            0.003367,            0.003367
                 203,            0.028094,            0.042581,           0.0019051,              0.8138,             0.73879,             0.76935,             0.38297,            0.043899,            0.085141,            0.010777,            0.003334,            0.003334,            0.003334
                 204,            0.027577,            0.047846,           0.0029364,             0.83394,             0.70959,             0.76666,             0.38141,            0.044265,            0.085964,            0.010975,            0.003301,            0.003301,            0.003301
                 205,            0.025872,            0.044662,             0.00206,             0.83276,             0.72432,             0.75629,             0.37349,            0.045116,            0.086909,            0.011036,            0.003268,            0.003268,            0.003268
                 206,            0.028339,            0.049096,           0.0016612,             0.83654,             0.70813,             0.75717,             0.37181,             0.04504,            0.087457,            0.010891,            0.003235,            0.003235,            0.003235
                 207,            0.026946,            0.044736,           0.0022576,             0.75199,             0.75752,             0.72766,             0.36446,            0.045305,            0.087852,            0.011103,            0.003202,            0.003202,            0.003202
                 208,             0.02791,            0.048739,           0.0017938,             0.84118,             0.71405,             0.75893,             0.36891,            0.044525,            0.086929,             0.01106,            0.003169,            0.003169,            0.003169
                 209,            0.027544,            0.048294,           0.0015043,             0.82025,             0.71898,             0.75661,             0.36585,            0.044378,            0.086015,            0.011457,            0.003136,            0.003136,            0.003136
                 210,            0.027232,            0.045858,           0.0015284,              0.8109,             0.72784,             0.75476,             0.36235,            0.044161,            0.085409,            0.011389,            0.003103,            0.003103,            0.003103
                 211,            0.026789,            0.046653,            0.001666,             0.84392,             0.71363,             0.75602,             0.37029,            0.043915,            0.086023,            0.011182,             0.00307,             0.00307,             0.00307
                 212,            0.027986,            0.046165,           0.0019427,             0.84244,             0.70272,             0.75209,             0.36785,            0.044078,            0.085213,            0.011273,            0.003037,            0.003037,            0.003037
